Comment_Id,Dataset,Comment,User_Rated_Sexism,User_Reasoning,Perspective_Toxicity,Perspective_Identity_Attack,Perspective_Insult,Perspective_Profanity,GPT_Sexism_Rating,GPT_Sexism_Score,Community
2367,hostile,"I was so hoping the girls were going to pull something out. And they did, a breast. Slightly unexpected. #MKR",False,Not a direct statement of sexist opinion,0.56,0.05,0.15,0.42,3.0,75.0,B
2374,benevolent,"“A woman is the full circle. Within her is the power to create, nurture and transform.” — Diane M #womensday #tuesdaythought",False,Not a direct statement of sexist opinion,0.03,0.02,0.01,0.01,1.0,0.0,C
2381,call_me,So fucking true!! “MENTION4235: I can't deal with women sportscasters.”,True,Behaviorial Expectations,0.77,0.37,0.43,0.76,3.0,75.0,A
2382,call_me,"MENTION3191 I really just don't like that how it looks. It's stereotypical, unoriginal, and just cashin in on the GB name",False,Not a direct statement of sexist opinion,0.15,0.02,0.06,0.04,1.0,0.0,A
2387,call_me,"MENTION509 anytime something starts with ""Gonna be a bad time. People: the worst",False,Not a direct statement of sexist opinion,0.3,0.02,0.19,0.09,1.0,0.0,A
2390,call_me,MENTION1559 MENTION3900 Sorry I thought this was a woman. I have never heard a man speak this way. 🤔🤔🤔🤔🤔,True,Stereotypes and Comparative opinions,0.24,0.11,0.07,0.04,2.0,30.0,A
2392,hostile,I'm sick of you useless ass people in my culture. MENTION3022 stfu im sick off you useless ass people in my mentions,False,Not a direct statement of sexist opinion,0.92,0.38,0.78,0.73,1.0,0.0,B
2404,call_me,MENTION793 MENTION1141 males are far inferior no matter what kind of pants they'll get so what ever really 😏,True,Stereotypes and Comparative opinions,0.51,0.46,0.42,0.31,4.0,85.0,A
2409,benevolent,"without the love of a woman,
I don't even exist. 
we owe you more.
you deserve better from us.",False,Not a direct statement of sexist opinion,0.18,0.1,0.04,0.03,2.0,30.0,C
2412,hostile,"RT MENTION2554 I'm not sexist, but having Thor be a woman in the new comics is an idea I'm not so with.",True,Endorsement of inequality,0.23,0.11,0.04,0.11,2.0,25.0,B
2413,call_me,"PS: please don't I totally don't care about your lady opinion. Signed, Not A Sexist",True,Stereotypes and Comparative opinions,0.38,0.14,0.22,0.16,3.0,75.0,A
2418,hostile,The girls can cook for me anytime. Just not hot pot... or spatchcock. #MKR,False,Maybe Sexist - needs more context,0.44,0.06,0.1,0.41,2.0,30.0,B
2423,benevolent,"Today is #WomensDay ! Every day millions of women provide health services, save lives & keep people healthier all over the world 🌍 #IWD2017",False,Not a direct statement of sexist opinion,0.03,0.02,0.01,0.02,1.0,0.0,C
2431,call_me,I don't think anyone is to blame for #KavanaughConfirmation more than white women. numbers show… https://t.co/BnCqurM6lp,False,Maybe Sexist - needs more context,0.37,0.45,0.17,0.06,3.0,70.0,A
2442,call_me,this avatar MENTION1350 doesn't look like a Laurence.,False,Not a direct statement of sexist opinion,0.04,0.01,0.02,0.02,1.0,0.0,A
2446,call_me,"the women on ESPN are annoying as fuck. You don't know what you're talking about, shut the fuck up. #butreally",True,Stereotypes and Comparative opinions,0.96,0.55,0.8,0.91,4.0,85.0,A
2453,call_me,"honestly mass majority of woman can't cut it in combat arms, it's a liability",True,Stereotypes and Comparative opinions,0.2,0.14,0.04,0.04,3.0,75.0,A
2459,call_me,All of Kavanaugh's law clerks are hotter than MENTION1135 there is nothing sexier than a fem… https://t.co/f7aFQlbNfZ,True,Stereotypes and Comparative opinions,0.4,0.1,0.25,0.27,3.0,75.0,A
2461,hostile,".MENTION4698 No.  No reliable numbers.  But, a small town police department did a nine year study of their cases once...41% false.",False,Not a direct statement of sexist opinion,0.03,0.0,0.02,0.01,1.0,0.0,B
2463,call_me,unless your name is Cheryl M I dont take what any oher female analyst says about basketball seriously,True,Endorsement of inequality,0.22,0.17,0.06,0.02,3.0,75.0,A
2465,call_me,we all know that the woman's role in childbirth is over-rated. What about the nightmare of conception?,False,Not a direct statement of sexist opinion,0.15,0.1,0.03,0.02,3.0,70.0,A
2467,call_me,"I just think girls that die for football are begs, it's cool to like it but don't go on like a bloke. 🙅",True,Behaviorial Expectations,0.41,0.27,0.37,0.23,3.0,70.0,A
2473,call_me,females are by far the sexier sex,True,Stereotypes and Comparative opinions,0.45,0.37,0.17,0.35,2.0,30.0,A
2474,call_me,that Rachel N is one annoying broad,False,Maybe Sexist - needs more context,0.48,0.08,0.51,0.24,3.0,70.0,A
2485,benevolent,"I loved you like a man loves a woman he never touches, only writes to, keeps little photographs of.",False,Not a direct statement of sexist opinion,0.31,0.05,0.08,0.14,1.0,0.0,C
2489,call_me,"Lads should never have long fingernails, that shit should never happen",True,Maybe Sexist - needs more context,0.75,0.1,0.36,0.81,2.0,25.0,A
2496,hostile,"#mkr Katie & Nikki are atrocities, but Kat & Andre would be the ones leaving if they had scored the promoskanks fairly. Kat has no dignity.",False,Not a direct statement of sexist opinion,0.43,0.02,0.49,0.08,3.0,70.0,B
2500,benevolent,She wanna power up like a man she gonna get combo'd like a man https://t.co/Pp4lnMVluv,False,Maybe Sexist - needs more context,0.26,0.03,0.08,0.17,3.0,75.0,C
2502,benevolent,"Act Like A Lady , Think Like A Man ‼️💯",False,Not a direct statement of sexist opinion,0.25,0.09,0.15,0.11,3.0,75.0,C
2504,benevolent,"Of all the gifts that Allah has blessed us with, a loving mother is the greatest of them all.
#womensday",False,Not a direct statement of sexist opinion,0.03,0.01,0.01,0.01,1.0,0.0,C
2505,hostile,RT MENTION3429 Do men pretend to give birth? No? Then women should stop pretending to make a difference in politics.,True,Behaviorial Expectations,0.25,0.28,0.07,0.04,3.0,75.0,B
2518,call_me,MENTION792 MENTION3639 people who spew primitive garbage that marginalize Sexual Abuse victims n… https://t.co/qVWhjEdlHf,False,Not a direct statement of sexist opinion,0.47,0.1,0.39,0.33,1.0,0.0,A
2528,call_me,That new show pitch looks fucking retarded as fuck nope just nope,False,Not a direct statement of sexist opinion,0.96,0.32,0.69,0.9,1.0,0.0,A
2531,hostile,Pity the tide didn't come in and sink Annie's meatballs #MKR,False,Not a direct statement of sexist opinion,0.47,0.04,0.32,0.37,1.0,0.0,B
2533,benevolent,"Being a #Woman is Terribly Difficult Task, Since it Consists Principally in Dealing With #Men.
.
#suspendjavedlatif
#RIPBIG
#womensday
Enem",True,Stereotypes and Comparative opinions,0.22,0.25,0.09,0.06,3.0,75.0,C
2536,call_me,I despise female comedians and female rappers,True,Endorsement of inequality,0.6,0.65,0.37,0.29,4.0,95.0,A
2542,call_me,MENTION2146 MENTION4265 idk pretty sure she's not interested in engineering,False,Not a direct statement of sexist opinion,0.1,0.01,0.02,0.03,2.0,25.0,A
2546,call_me,"Male coworker during brainstorm: ""I'd rather hear a male dr talk about sports injuries"" #youSexist",True,Stereotypes and Comparative opinions,0.33,0.18,0.17,0.17,3.0,75.0,A
2551,call_me,Bridesmaids isn't that funny,False,Not a direct statement of sexist opinion,0.11,0.01,0.03,0.03,1.0,0.0,A
2556,benevolent,There is nothing a man of good sense dreads in a wife so much as her having more sense than himself. - Henry F #ALDUBxDTBYAparisyon,True,Behaviorial Expectations,0.04,0.01,0.02,0.02,3.0,70.0,C
2566,benevolent,I like a man who refuses to let me touch a door handle or a gas pump when he's with me 💕,True,Behaviorial Expectations,0.23,0.02,0.03,0.07,2.0,30.0,C
2571,benevolent,"Women like them are why you have rights, while women like you said, ""What are they complaining about now?""… https://t.co/3Bgr1xzf90",False,Maybe Sexist - needs more context,0.16,0.12,0.06,0.03,2.0,30.0,C
2572,hostile,#QuestionsForMen #WomenAgainstFeminism Another one who only wants to hear herself talk. http://t.co/I9gvXqZQj1,True,Stereotypes and Comparative opinions,0.16,0.12,0.06,0.04,2.0,25.0,B
2575,call_me,I hate when women wear pants suits.,True,Behaviorial Expectations,0.4,0.43,0.17,0.22,3.0,75.0,A
2577,benevolent,Women are the real architects of society. #womensday #WholesaleBagUK https://t.co/YNB2TDndoA,False,Not a direct statement of sexist opinion,0.23,0.26,0.07,0.05,1.0,0.0,C
2587,hostile,Children do lack depth of analysis MENTION4013 I don't want to listen to a girl announcer when I'm watching the Iowa game. #sorry #notsexist,True,Behaviorial Expectations,0.29,0.1,0.11,0.04,3.0,75.0,B
2592,call_me,MENTION2692 I prefer male voices. Needs to be offset with a female though. Seems to work in afternoons.,True,Stereotypes and Comparative opinions,0.17,0.12,0.04,0.03,2.0,30.0,A
2593,call_me,watching women football is hilarious,True,Stereotypes and Comparative opinions,0.11,0.07,0.03,0.04,3.0,75.0,A
2600,benevolent,"If a guy pays for a girl's meal he was taught right, but if a girl EXPECTS him to pay for her meal she was taught wrong.",True,Behaviorial Expectations,0.11,0.04,0.03,0.02,3.0,75.0,C
2602,benevolent,When life gives you lemons squirt them into the eyes of people who tell you that you are smart ~for a girl~,False,Not a direct statement of sexist opinion,0.33,0.1,0.16,0.14,3.0,70.0,C
2615,benevolent,"""you're abnormally tall for a girl""",True,Stereotypes and Comparative opinions,0.45,0.12,0.45,0.28,2.0,25.0,C
2621,call_me,Hillary is still a woman.  She is wired to nurture.  Wired to resolve conflict instead of promoting conflict.,True,Behaviorial Expectations,0.23,0.1,0.15,0.02,3.0,70.0,A
2623,call_me,"""I don't think women should..."" How about I just punch you in the face instead?",False,Maybe Sexist - needs more context,0.75,0.2,0.29,0.26,3.0,70.0,A
2628,call_me,"""Don't women shouldn't hold jobs in anything"" MENTION2927",True,Behaviorial Expectations,0.45,0.55,0.24,0.08,4.0,95.0,A
2629,hostile,"Like the role of Nora H, for instance. MENTION2965 I'm not sexist, but people should play their roles.",False,Maybe Sexist - needs more context,0.14,0.03,0.03,0.06,3.0,70.0,B
2631,call_me,"Women at #Augusta is stupid. that is a tradition. Are either women competitive golfers? No,Jus felt ""discriminated""",True,Endorsement of inequality,0.77,0.55,0.75,0.39,4.0,85.0,A
2633,benevolent,"MENTION1009 and ""you're a woman and you don't equate to shit bc you aren't a man and you can't do anything as good as a man ever will""",True,Stereotypes and Comparative opinions,0.79,0.51,0.64,0.71,4.0,95.0,C
2641,call_me,his made me laugh out loud! I wonder how many shitty fans cussed her...? #MUFC #motd2 #mcfc http://t.co/CMLgXDpD,False,Not a direct statement of sexist opinion,0.53,0.09,0.4,0.59,1.0,0.0,A
2650,call_me,Go ahead and I miss female flight attendants on Hawaiian Airlines.,True,Stereotypes and Comparative opinions,0.03,0.02,0.01,0.01,2.0,25.0,A
2653,benevolent,She started punching him like a man 😭😭😂😂 https://t.co/2W9pQ8CScX,True,Behaviorial Expectations,0.39,0.02,0.07,0.18,2.0,30.0,C
2654,hostile,jus gonna say it...again....DUMB BITCH! #MKR,False,Not a direct statement of sexist opinion,0.9,0.14,0.82,0.78,4.0,90.0,B
2658,call_me,"it seems weird that  ""She Knows"" media has a male CEO?",False,Not a direct statement of sexist opinion,0.08,0.04,0.02,0.01,2.0,25.0,A
2666,call_me,MENTION3276 MENTION1591 there is something really sexy about seeing a hot woman handle a gun,True,Stereotypes and Comparative opinions,0.45,0.11,0.1,0.34,2.0,25.0,A
2667,benevolent,Make your girl realise that she is the only princesses left in this world ! Respect her and own her  #womensday,False,Not a direct statement of sexist opinion,0.11,0.03,0.03,0.04,2.0,30.0,C
2670,call_me,"Boys with stretchers = hot, girls with stretchers = foul, idk what it is, girls look weird with them #unpopularopinion",True,Stereotypes and Comparative opinions,0.5,0.28,0.34,0.33,3.0,70.0,A
2676,call_me,Y'all might trans men as well. https://t.co/0OngMtJSUf,False,Not a direct statement of sexist opinion,0.28,0.29,0.09,0.15,1.0,0.0,A
2679,call_me,I get annoyed by women anchors on SportsCenter,True,Behaviorial Expectations,0.38,0.4,0.17,0.16,3.0,60.0,A
2684,call_me,"""Yes, DONT YOU DARE CALL ME BORING!""",False,Not a direct statement of sexist opinion,0.25,0.01,0.11,0.1,1.0,0.0,A
2692,call_me,"MENTION3080 Shoddy organizing, basically. Also, if you're a hot chick you get all you want. it's the truth.",True,Stereotypes and Comparative opinions,0.34,0.05,0.08,0.26,3.0,70.0,A
2693,call_me,"I find drunk men absolutely repulsive. Drunk women, on the other hand, absolutely hilarious!!",True,Stereotypes and Comparative opinions,0.51,0.49,0.5,0.23,3.0,70.0,A
2696,call_me,MENTION1858 MENTION2193 I have a hard time finding anything wrong with that xD,False,Not a direct statement of sexist opinion,0.06,0.01,0.01,0.03,1.0,0.0,A
2700,benevolent,"""she parties like a man but loves like a woman""",True,Stereotypes and Comparative opinions,0.24,0.14,0.1,0.05,2.0,30.0,C
2706,call_me,I just cannot take women's basketball seriously,True,Endorsement of inequality,0.29,0.33,0.07,0.05,3.0,70.0,A
2717,benevolent,"#womensday
Because behind every great woman there is no man",False,Not a direct statement of sexist opinion,0.28,0.28,0.08,0.04,2.0,30.0,C
2721,benevolent,The lights are out at the Statue of Liberty...that's ONE MORE woman America CANNOT do without. #adaywithoutwomen #LightsOut,False,Not a direct statement of sexist opinion,0.25,0.28,0.08,0.02,2.0,30.0,C
2733,hostile,MENTION1792 but I'd rather watch 2 no name welterweights than Layla A in her prime. Not sexist but men & women compete at different lvls,True,Stereotypes and Comparative opinions,0.12,0.04,0.03,0.04,2.0,40.0,B
2736,hostile,"MENTION4448 Man, I thought Chevaldayoff was a human paper weight...what a trade for the Jets. As good a deal as I've seen in years (decades?)...",False,Not a direct statement of sexist opinion,0.08,0.01,0.03,0.02,1.0,0.0,B
2740,call_me,And you all can I am uncomfortable with women beating the snot out of each other.,True,Behaviorial Expectations,0.37,0.38,0.23,0.22,2.0,30.0,A
2752,call_me,One thing I can't stand is a liar. N u can I swear more females I meet have lying tendencies than men,True,Behaviorial Expectations,0.44,0.37,0.48,0.14,3.0,70.0,A
2753,benevolent,I Saw My Mum Shade Tears..I Saw Love In Her...But Most Time She Declared A Rock...No One Could Separate Me From The Love Of A Woman❤,False,Not a direct statement of sexist opinion,0.11,0.02,0.02,0.07,1.0,0.0,C
2755,benevolent,Is 5'10 tall for a girl,False,Not a direct statement of sexist opinion,0.16,0.05,0.03,0.08,1.0,0.0,C
2763,call_me,"!  ""MENTION724 kind of like the idea of adorning women in crowns and jewels. I think al women should be worshiped",True,Behaviorial Expectations,0.3,0.29,0.12,0.09,2.0,30.0,A
2768,hostile,.MENTION113 Free market. They get what they negotiate. Producers feel it's fair or not. The actor/actress can accept or not. #AskHerMore,False,Not a direct statement of sexist opinion,0.01,0.0,0.01,0.01,1.0,0.0,B
2771,benevolent,#quote A woman who strives to be like a man lacks ambition. Helen R,False,Not a direct statement of sexist opinion,0.31,0.28,0.19,0.05,4.0,95.0,C
2790,call_me,MENTION4449 that's not what a babysitter's supposed to look like. Parents need a slap and this clown needs a funeral,False,Not a direct statement of sexist opinion,0.64,0.02,0.63,0.23,4.0,85.0,A
2797,call_me,I think generalizing about all straight men is unfair.,False,Not a direct statement of sexist opinion,0.25,0.28,0.06,0.06,1.0,0.0,A
2798,call_me,blonde conservatives really are the worst. https://t.co/X1GptHqvqh,True,Stereotypes and Comparative opinions,0.48,0.51,0.44,0.24,2.0,30.0,A
2816,hostile,"Oh Kat,KARMA bit you in the ASS! #MKR",False,Not a direct statement of sexist opinion,0.75,0.05,0.51,0.69,1.0,0.0,B
2826,call_me,RT MENTION505 its not right hearing a womens voice when discussing football on television,True,Behaviorial Expectations,0.36,0.38,0.13,0.08,3.0,75.0,A
2830,call_me,something isn't right about two women shaking hands to seal a deal. #fistbumpmoreappropriate?,True,Behaviorial Expectations,0.15,0.05,0.03,0.04,3.0,65.0,A
2836,call_me,MENTION3393 I think there is something very sexy about a woman with a pint in her hand.,False,Maybe Sexist - needs more context,0.38,0.06,0.07,0.27,2.0,25.0,A
